0,24
1,3
2,49
1,3
1,4
18,5
41,6
31,7
27,8
35,9
10,33
11,28
12,35
13,37
12,14
15,17
14,16
15,17
17,18
19,40
20,34
19,21
22,52
23,53
0,24
25,48
26,43
27,8
11,28
29,46
30,53
31,7
25,32
33,34
20,34
35,36
36,39
37,39
1,38
19,40
41,5
42,43
44,50
20,45
29,46
36,47
24,48
2,49
44,50
38,51
22,52
23,53
10,54
0,15
16,4
29,6
30,7
26,8
14,9
11,38
13,20
15,45
17,23
20,45
21,40
11,22
32,52
13,37
21,42
15,45
37,47
37,49
51,52
51,52
13,54
45,47
49,54
